Key,English,Ελληνικά
c11_floor1_step7_wrong,"When all groups have performed the exercises, the teacher shares with them the studentsâ€™ assessment of how they overcame the obstacles and how they can improve their ability to work as a group and their motor skills.","Όταν όλες οι ομάδες έχουν εκτελέσει τις ασκήσεις, ο δάσκαλος μοιράζεται μαζί τους την αξιολόγηση των μαθητών για το πώς ξεπέρασαν τα εμπόδια και πώς μπορούν να βελτιώσουν την ικανότητά τους να εργάζονται ως ομάδα και τις κινητικές τους δεξιότητες."
c11_floor2_model,Sport Education model,Μοντέλο Αθλητικής Εκπαίδευσης
c11_floor2_environment,School gymnasium,Γυμναστήριο σχολείου
c11_floor2_statement,"This model is designed to replicate authentic sporting experiences, where students participate in seasons, take on roles such as players, coaches, and referees, and experience the culture of the sport.","Αυτό το μοντέλο έχει σχεδιαστεί για να αναπαράγει αυθεντικές αθλητικές εμπειρίες, όπου οι μαθητές συμμετέχουν σε σεζόν, αναλαμβάνουν ρόλους όπως παίκτες, προπονητές και διαιτητές και βιώνουν την κουλτούρα του αθλήματος."
c11_floor2_instruction,"In this challenge, you will help students plan and execute activities related to volleyball.","Σε αυτή την πρόκληση, θα βοηθήσετε τους μαθητές να σχεδιάσουν και να εκτελέσουν δραστηριότητες που σχετίζονται με το βόλεϊ."
c11_floor2_step1_instruction,The teacher and students are in a school gymnasium and have to schedule activities related to the learning of volleyball. The teacher explains the sport's features and the main rules.,Ο δάσκαλος και οι μαθητές βρίσκονται σε ένα σχολικό γυμναστήριο και πρέπει να προγραμματίσουν δραστηριότητες που σχετίζονται με την εκμάθηση της πετόσφαίρισης. Ο δάσκαλος εξηγεί τα χαρακτηριστικά του αθλήματος και τους βασικούς κανόνες.
c11_floor2_step1_correct,Proceed,Συνέχεια
c11_floor2_step2_correct,"The teacher gives some information about the season concepts in sports competitions. The teacher also provides information on the sport-related activities usually performed during the pre-, main-, and post-season activities in volleyball.","Ο δάσκαλος δίνει κάποιες πληροφορίες σχετικά με τις έννοιες της εποχής στους αθλητικούς αγώνες. Ο δάσκαλος παρέχει επίσης πληροφορίες για τις αθλητικές δραστηριότητες που συνήθως πραγματοποιούνται κατά την προετοιμασία, την κύρια περίοδο και την περίοδο αποκατάστασης στην πετασφαίριση."
c11_floor2_step2_wrong,"The teacher gives some information about the season concepts in sports competitions. Then, students are divided into groups and have to look for information on the sport-related activities usually performed during the pre-, main-, and post-season activities in volleyball.","Ο δάσκαλος δίνει κάποιες πληροφορίες σχετικά με τις έννοιες της εποχής στους αθλητικούς αγώνες. Στη συνέχεια, οι μαθητές χωρίζονται σε ομάδες και πρέπει να αναζητήσουν πληροφορίες σχετικά με τις δραστηριότητες που σχετίζονται με τον αθλητισμό που συνήθως εκτελούνται κτά κατά την προετοιμασία, την κύρια περίοδο και την περίοδο αποκατάστασης στην πετασφαίριση"
c11_floor2_step3_correct,"The students are divided into groups. The teacher provides materials and resources to each group to plan the teamwork. Each group works to develop strategies and exercises to learn the mechanics of the sport and improve volleyball-related motor skills (passing, setting, spiking, blocking, digging, and serving).","Οι μαθητές χωρίζονται σε ομάδες. Ο δάσκαλος παρέχει υλικό και πόρους σε κάθε ομάδα για να σχεδιάσει την ομαδική εργασία. Κάθε ομάδα εργάζεται για να αναπτύξει στρατηγικές και ασκήσεις για να μάθει τη μηχανική του αθλήματος και να βελτιώσει τις κινητικές δεξιότητες που σχετίζονται με την πετοσφαίριση (πάσα, ρύθμιση, καρφιά, μπλοκάρισμα, σκάψιμο και σερβίς)."
c11_floor2_step3_wrong,"Students are divided into groups. The teacher provides several materials and resources, assigning exercises to each group to learn the mechanics of the sport and improve the basic volleyball-related skills (passing, setting, spiking, blocking, digging, and serving). Every week they change skills to improve them all.","Οι μαθητές χωρίζονται σε ομάδες. Ο δάσκαλος παρέχει διάφορα υλικά και πόρους, αναθέτοντας ασκήσεις σε κάθε ομάδα για να μάθουν την τεχνική του αθλήματος και να βελτιώσουν τις βασικές δεξιότητες που σχετίζονται με το βόλεϊ (πάσα, σετ, καρφί, μπλοκ, άμυνα και σερβίς). Κάθε εβδομάδα αλλάζουν δεξιότητες ώστε να τις βελτιώσουν όλες."
c11_floor2_step4_correct,"Each group is free to plan the teamwork. They can decide who the coach, captain, trainer, referee or players are and plan the activities related to each role.","Κάθε ομάδα είναι ελεύθερη να σχεδιάσει την ομαδική εργασία. Μπορούν να αποφασίσουν ποιος είναι ο προπονητής, ο αρχηγός, ο γυμναστής, ο διαιτητής ή οι παίκτες και να σχεδιάσουν τις δραστηριότητες που σχετίζονται με κάθε ρόλο."
c11_floor2_step4_wrong,"The teacher supports students in planning the teamwork. The teacher and students plan together the activities and the studentsâ€™ roles in the team. Therefore, they choose who will be the coach, captain, trainer, referee or players, to avoid disputes.","Ο δάσκαλος υποστηρίζει τους μαθητές στο σχεδιασμό της ομαδικής εργασίας. Ο δάσκαλος και οι μαθητές σχεδιάζουν μαζί τις δραστηριότητες και τους ρόλους των μαθητών στην ομάδα. Ως εκ τούτου, επιλέγουν ποιος θα είναι ο προπονητής, ο αρχηγός, ο γυμναστής, ο διαιτητής ή οι παίκτες, ώστε να αποφευχθούν διαφωνίες."
c11_floor2_step5_correct,"The team portfolio is a crucial component of the learning model. In the portfolio, students can describe the features of each team, such as the teamâ€™s name, members, colours, mascot, motto, student roles, and activity schedules. They can also provide information about the strengths and weaknesses of the team.","Το χαρτοφυλάκιο της ομάδας είναι ένα κρίσιμο συστατικό του μοντέλου μάθησης. Στο χαρτοφυλάκιο, οι μαθητές μπορούν να περιγράψουν τα χαρακτηριστικά κάθε ομάδας, όπως το όνομα της ομάδας, τα μέλη, τα χρώματα, τη μασκότ, το σύνθημα, τους ρόλους των μαθητών και τα προγράμματα δραστηριοτήτων. Μπορούν επίσης να παρέχουν πληροφορίες σχετικά με τα δυνατά και αδύνατα σημεία της ομάδας."
c11_floor2_step5_wrong,"The team portfolio is a crucial component of the learning model. In the portfolio, the teacher can report useful information for student assessment (the team members, student roles, and activity schedules).","Το χαρτοφυλάκιο της ομάδας είναι ένα κρίσιμο συστατικό του μοντέλου μάθησης. Στο χαρτοφυλάκιο, ο δάσκαλος μπορεί να αναφέρει χρήσιμες πληροφορίες για την αξιολόγηση των μαθητών (τα μέλη της ομάδας, τους ρόλους των μαθητών και τα προγράμματα δραστηριοτήτων)."
c11_floor2_step6_correct,"The team portfolio can also be used to report information about the learning process, providing test results and reflections on individual and team improvement.","Το χαρτοφυλάκιο της ομάδας μπορεί επίσης να χρησιμοποιηθεί για την αναφορά πληροφοριών σχετικά με τη μαθησιακή διαδικασία, παρέχοντας αποτελέσματα δοκιμών και προβληματισμούς σχετικά με την ατομική και ομαδική βελτίωση."
c11_floor2_step6_wrong,Based on the portfolio contents of each team the teacher plans tests to evaluate the studentsâ€™ knowledge and skills related to volleyball.,"Με βάση το περιεχόμενο του χαρτοφυλακίου κάθε ομάδας, ο δάσκαλος σχεδιάζει τεστ για την αξιολόγηση των γνώσεων και των δεξιοτήτων των μαθητών ™ που σχετίζονται με την πετοσφαίριση."
c11_floor2_step7_correct,"The teacher can work with colleagues from the same school to plan together the resources, materials, lessons, and unit structures that can be used in the school classes. At the end of the academic year, the teachers plan a tournament to promote the values of the sport (fair play, friendship, respect, teamwork, ...).","Ο δάσκαλος μπορεί να συνεργαστεί με συναδέλφους από το ίδιο σχολείο για να σχεδιάσει μαζί τους πόρους, τα υλικά, τα μαθήματα και τις δομές μονάδων που μπορούν να χρησιμοποιηθούν στις σχολικές τάξεις. Στο τέλος του ακαδημαϊκού έτους, οι εκπαιδευτικοί σχεδιάζουν ένα τουρνουά για την προώθηση των αξιών του αθλήματος (ευ αγωνίζεσθαι, φιλία, σεβασμός, ομαδική εργασία, ...)."
c11_floor2_step7_wrong,"The teacher can work with colleagues from the same school to plan together the resources, materials, lessons, and unit structures that can be used in the school classes. At the end of the academic year, the teachers plan a tournament. The class that will win can share the teamwork done with other students.","Ο δάσκαλος μπορεί να συνεργαστεί με συναδέλφους από το ίδιο σχολείο για να σχεδιάσει μαζί τους πόρους, τα υλικά, τα μαθήματα και τις δομές μονάδων που μπορούν να χρησιμοποιηθούν στις σχολικές τάξεις. Στο τέλος του ακαδημαϊκού έτους, οι δάσκαλοι σχεδιάζουν ένα τουρνουά. Η τάξη που θα κερδίσει μπορεί να μοιραστεί την ομαδική εργασία που έγινε με άλλους μαθητές."
c11_floor3_model,Teaching Personal and Social Responsibility model,Μοντέλο Διδασκαλίας Προσωπικής και Κοινωνικής Ευθύνης
c11_floor3_environment,School gymnasium,Γυμναστήριο σχολείου
c11_floor3_statement,"It is a values-based approach that uses physical activity to teach life skills and promote personal and social responsibility. This model focuses on self-direction and positive social interaction, emphasizing respect, effort, self-improvement, and helping others.","Πρόκειται για μια προσέγγιση βασισμένη σε αξίες που χρησιμοποιεί τη σωματική δραστηριότητα για να διδάξει δεξιότητες ζωής και να προωθήσει την προσωπική και κοινωνική ευθύνη. Αυτό το μοντέλο επικεντρώνεται στην αυτοκατεύθυνση και τη θετική κοινωνική αλληλεπίδραση, δίνοντας έμφαση στο σεβασμό, την προσπάθεια, την αυτοβελτίωση και βοηθώντας τους άλλους."
c11_floor3_instruction,"In this challenge, you will help children learn motor skills and social responsibility through an obstacle course and teamwork. Select the correct strategy for each step to proceed.","Σε αυτή την πρόκληση, θα βοηθήσετε τα παιδιά να μάθουν κινητικές δεξιότητες και κοινωνική ευθύνη μέσω μιας πορείας εμποδίων και ομαδικής εργασίας. Επιλέξτε τη σωστή στρατηγική για κάθε βήμα που πρέπει να ακολουθήσετε."
c11_floor3_step1_instruction,"Children are divided into groups of three. The teacher, helped by the children, develops an obstacle course for each group. They also build at the end of each course a Jenga tower. The children have to overcome the obstacles using their motor skills (rolling, jumping, catching, throwing, running, crawling) and remove a piece from the tower.","Τα παιδιά χωρίζονται σε ομάδες των τριών. Ο δάσκαλος, με τη βοήθεια των παιδιών, αναπτύσσει μια πορεία εμποδίων για κάθε ομάδα. Χτίζουν επίσης στο τέλος κάθε μαθήματος έναν πύργο Jenga. Τα παιδιά πρέπει να ξεπεράσουν τα εμπόδια χρησιμοποιώντας τις κινητικές τους δεξιότητες (τροχό, άλμα, πιάσιμο, ρίψη, τρέξιμο, μπουσούλισμα) και να αφαιρέσουν ένα κομμάτι από τον πύργο."
c11_floor3_step1_correct,Proceed,Συνέχεια
c11_floor3_step2_correct,"The teacher explains that students will practice helping others by providing feedback to their teammates, providing specific help, saying something nice, and offering suggestions.","Ο δάσκαλος εξηγεί ότι οι μαθητές θα εξασκηθούν στο να βοηθούν τους άλλους παρέχοντας ανατροφοδότηση στους συμπαίκτες τους, παρέχοντας συγκεκριμένη βοήθεια, λέγοντας κάτι ωραίο και προσφέροντας προτάσεις."
c11_floor3_step2_wrong,"The teacher explains that two students will tell the third child how to overcome obstacles to finish the course as quickly as possible. When the child returns, another will start the course supported by the other two.","Ο δάσκαλος εξηγεί ότι δύο μαθητές θα πουν στο τρίτο παιδί πώς να ξεπεράσει τα εμπόδια για να τελειώσει το μάθημα το συντομότερο δυνατό. Όταν το παιδί επιστρέψει, ένα άλλο θα ξεκινήσει το μάθημα υποστηριζόμενο από τα άλλα δύο."
c11_floor3_step3_correct,"While waiting for a turn, students have to help the teammate by providing feedback (be specific, say something nice, offer a suggestion).","Ενώ περιμένουν τη σειρά, οι μαθητές πρέπει να βοηθήσουν τον συμπαίκτη παρέχοντας ανατροφοδότηση (να είστε συγκεκριμένοι, να πείτε κάτι ωραίο, να προσφέρετε μια πρόταση)."
c11_floor3_step3_wrong,"While waiting for their turn, students have to incite their teammate to go fast, providing information on their opponents to see if they are going slow.","Ενώ περιμένουν τη σειρά τους, οι μαθητές πρέπει να παρακινήσουν τον συμπαίκτη τους να πάει γρήγορα, παρέχοντας πληροφορίες για τους αντιπάλους τους για να δουν αν πηγαίνουν αργά."
c11_floor3_step4_correct,"During the task execution, the teacher assesses studentsâ€™ feedback, how they provide it, and their performance in overcoming the obstacles.","Κατά τη διάρκεια της εκτέλεσης της εργασίας, ο δάσκαλος αξιολογεί την ανατροφοδότηση των μαθητών, τον τρόπο με τον οποίο την παρέχουν και την απόδοσή τους στην υπέρβαση των εμποδίων."
c11_floor3_step4_wrong,"During the task execution, the teacher assesses students by recording the time taken to complete the task and their performance in overcoming the obstacles.","Κατά τη διάρκεια της εκτέλεσης της εργασίας, ο δάσκαλος αξιολογεί τους μαθητές καταγράφοντας το χρόνο που απαιτείται για την ολοκλήρωση της εργασίας και την απόδοσή τους στην υπέρβαση των εμποδίων."
c11_floor3_step5_correct,"The teacher gives the command to the students to stop and interacts with them, praising students who give good feedback to help others and providing general suggestions for improving the feedback.","Ο δάσκαλος δίνει εντολή στους μαθητές να σταματήσουν και να αλληλεπιδράσουν μαζί τους, επαινώντας τους μαθητές που δίνουν καλή ανατροφοδότηση για να βοηθήσουν τους άλλους και παρέχοντας γενικές προτάσεις για τη βελτίωση της ανατροφοδότησης."
c11_floor3_step5_wrong,"The teacher interacts with students, one group at a time, to provide general suggestions for improving the feedback.","Ο δάσκαλος αλληλεπιδρά με τους μαθητές, μία ομάδα κάθε φορά, για να παρέχει γενικές προτάσεις για τη βελτίωση της ανατροφοδότησης."
c11_floor3_step6_correct,The game restarts. The teacher assesses studentsâ€™ feedback and how they changed it according to the suggestions.,Το παιχνίδι επανεκκινείται. Ο δάσκαλος αξιολογεί την ανατροφοδότηση των μαθητών και πώς την άλλαξαν σύμφωνα με τις προτάσεις.
c11_floor3_step6_wrong,"During the task execution, the teacher assesses studentsâ€™ performance in overcoming the obstacles.","Κατά τη διάρκεια της εκτέλεσης της εργασίας, ο δάσκαλος αξιολογεί την απόδοση των μαθητών στην υπέρβαση των εμποδίων."
c11_floor3_step7_correct,"The teacher engages in a talk with the students, explaining again the key points of social responsibility and asking them to share with their teammates how they felt when they gave or received feedback.","Ο δάσκαλος συμμετέχει σε μια συζήτηση με τους μαθητές, εξηγώντας και πάλι τα βασικά σημεία της κοινωνικής ευθύνης και ζητώντας τους να μοιραστούν με τους συμπαίκτες τους πώς ένιωσαν όταν έδωσαν ή έλαβαν ανατροφοδότηση."
c11_floor3_step7_wrong,The teacher explains to the students the key points of social responsibility and provides a comparison between what they have done and how they could do it better.,Ο δάσκαλος εξηγεί στους μαθητές τα βασικά σημεία της κοινωνικής ευθύνης και παρέχει μια σύγκριση μεταξύ του τι έχουν κάνει και πώς θα μπορούσαν να το κάνουν καλύτερα.
c11_floor4_model,Health-based PE model,Μοντέλο Φυσικής Αγωγής βασισμένο στην Υγεία
c11_floor4_environment,School gymnasium,Γυμναστήριο σχολείου
c11_floor4_statement,"The pedagogical approach integrates physical activity with health education, aiming to empower students with the knowledge, skills, and attitudes necessary for healthy living. It stresses the importance of physical fitness, nutrition, mental wellness, and the value of a lifelong commitment to active lifestyles.","Η παιδαγωγική προσέγγιση ενσωματώνει τη φυσική δραστηριότητα με την αγωγή υγείας, με στόχο την ενδυνάμωση των μαθητών με τις γνώσεις, τις δεξιότητες και τις στάσεις που είναι απαραίτητες για έναν υγιεινό τρόπο ζωής. Τονίζει τη σημασία της φυσικής κατάστασης, της διατροφής, της ψυχικής ευεξίας και την αξία μιας δια βίου δέσμευσης για ενεργό τρόπο ζωής."
c11_floor4_instruction,"In this challenge, you will guide students in understanding the relationship between physical activity and health through teamwork, goal-setting, and peer support. Select the correct strategy for each step to proceed.","Σε αυτή την πρόκληση, θα καθοδηγήσετε τους μαθητές στην κατανόηση της σχέσης μεταξύ σωματικής δραστηριότητας και υγείας μέσω της ομαδικής εργασίας, του καθορισμού στόχων και της υποστήριξης από ομοτίμους. Επιλέξτε τη σωστή στρατηγική για κάθε βήμα που πρέπει να ακολουθήσετε."
c11_floor4_step1_instruction,The teacher and students are sitting in a circle. The teacher introduces the aim of the next three lessons explaining the relationship between physical activity and health.,Ο δάσκαλος και οι μαθητές κάθονται σε κύκλο. Ο δάσκαλος παρουσιάζει το στόχο των επόμενων τριών μαθημάτων εξηγώντας τη σχέση μεταξύ σωματικής δραστηριότητας και υγείας.
c11_floor4_step1_correct,Proceed,Συνέχεια
c11_floor4_step2_correct,"After providing information on the national and international guidelines for maintaining a healthy lifestyle, the teacher performs a physical test to show how to evaluate the individualâ€™s fitness level and how to compare them with national standards.","Μετά την παροχή πληροφοριών σχετικά με τις εθνικές και διεθνείς κατευθυντήριες γραμμές για τη διατήρηση ενός υγιεινού τρόπου ζωής, ο δάσκαλος εκτελεί ένα φυσικό τεστ για να δείξει πώς να αξιολογήσει το επίπεδο φυσικής κατάστασης του ατόμου και πώς να τα συγκρίνει με τα εθνικά πρότυπα."
c11_floor4_step2_wrong,"The teacher provides detailed information on the national and international guidelines to students, where they can find them, how to self-evaluate their fitness level, and how to compare them with national standards (theoretical lesson).","Ο δάσκαλος παρέχει λεπτομερείς πληροφορίες σχετικά με τις εθνικές και διεθνείς κατευθυντήριες γραμμές στους μαθητές, πού μπορούν να τις βρουν, πώς να αυτοαξιολογήσουν το επίπεδο φυσικής τους κατάστασης και πώς να τις συγκρίνουν με τα εθνικά πρότυπα (θεωρητικό μάθημα)."
c11_floor4_step3_correct,"The teacher encourages studentsâ€™ teamwork to identify, set and achieve physical activity targets or challenges.","Ο δάσκαλος ενθαρρύνει την ομαδική εργασία των μαθητών για τον εντοπισμό, τον καθορισμό και την επίτευξη στόχων ή προκλήσεων σωματικής δραστηριότητας."
c11_floor4_step3_wrong,"The teacher encourages each student to identify, set and achieve personalised physical activity targets or challenges based on test results.","Ο δάσκαλος ενθαρρύνει κάθε μαθητή να εντοπίσει, να θέσει και να επιτύχει εξατομικευμένους στόχους ή προκλήσεις σωματικής δραστηριότητας με βάση τα αποτελέσματα των δοκιμών."
c11_floor4_step4_correct,The teacher provides exercise examples that can be performed by students to reach the physical activity levels promoted by the national/international guidelines. The teacher also encourages students to work in groups supporting their peers in physical activity participation.,Ο δάσκαλος παρέχει παραδείγματα άσκησης που μπορούν να εκτελεστούν από τους μαθητές για να φτάσουν στα επίπεδα σωματικής δραστηριότητας που προωθούνται από τις εθνικές/διεθνείς κατευθυντήριες γραμμές. Ο δάσκαλος ενθαρρύνει επίσης τους μαθητές να εργάζονται σε ομάδες υποστηρίζοντας τους συνομηλίκους τους στη συμμετοχή στη σωματική δραστηριότητα.
c11_floor4_step4_wrong,The teacher provides exercise examples that can be performed by students to reach the physical activity levels promoted by the national/international guidelines. The teacher encourages individual work to maximise the exercise benefits.,Ο δάσκαλος παρέχει παραδείγματα άσκησης που μπορούν να εκτελεστούν από τους μαθητές για να φτάσουν στα επίπεδα σωματικής δραστηριότητας που προωθούνται από τις εθνικές/διεθνείς κατευθυντήριες γραμμές. Ο δάσκαλος ενθαρρύνει την ατομική εργασία για να μεγιστοποιήσει τα οφέλη της άσκησης.
c11_floor4_step5_correct,"The teacher encourages students to become critical movers, providing feedback and suggestions to peers.","Ο δάσκαλος ενθαρρύνει τους μαθητές να γίνουν κριτικοί κινούμενοι, παρέχοντας ανατροφοδότηση και προτάσεις στους συνομηλίκους τους."
c11_floor4_step5_wrong,"The teacher avoids students being critical of each other, in order to avoid disputes.","Ο δάσκαλος αποφεύγει οι μαθητές να είναι επικριτικοί μεταξύ τους, προκειμένου να αποφευχθούν διαφωνίες."
c11_floor4_step6_correct,"The teacher must provide challenges to students to promote physical activity among their peers, but also among family members (within and beyond school).","Ο δάσκαλος πρέπει να παρέχει προκλήσεις στους μαθητές για την προώθηση της σωματικής δραστηριότητας μεταξύ των συνομηλίκων τους, αλλά και μεταξύ των μελών της οικογένειας (εντός και εκτός σχολείου)."
c11_floor4_step6_wrong,The model does not require to consider activities beyond school.,Το μοντέλο δεν απαιτεί την εξέταση δραστηριοτήτων πέρα από το σχολείο.
c11_floor4_step7_correct,"The teaching model emphasises teacher support in the identification of barriers to physical activity participation, as well as strategies to overcome them.","Το μοντέλο διδασκαλίας δίνει έμφαση στην υποστήριξη των δασκάλων στον εντοπισμό των εμποδίων στη συμμετοχή στη σωματική δραστηριότητα, καθώς και στις στρατηγικές για την αντιμετώπισή τους."
c11_floor4_step7_wrong,"The model does not require that the teacher support students in the identification of barriers to physical activity participation, as well as strategies to overcome them.","Το μοντέλο δεν απαιτεί από τον εκπαιδευτικό να υποστηρίξει τους μαθητές στον εντοπισμό των εμποδίων στη συμμετοχή στη σωματική δραστηριότητα, καθώς και στρατηγικές για την αντιμετώπισή τους."
c11_mistakes,Mistakes,Λάθη
c11_mistakes_reached,You have made 2 mistakes in this model. The challenge will restart from this floor.,Έχετε κάνει 2 λάθη σε αυτό το μοντέλο. Η πρόκληση θα επανεκκινήσει από αυτόν τον όροφο.
c11_finish,Well done! You have successfully completed the tower. You can now access the next challenge.,Μπράβο! Ολοκληρώσατε με επιτυχία τον πύργο. Τώρα μπορείτε να αποκτήσετε πρόσβαση στην επόμενη πρόκληση.
c12a1_instructions,"Welcome to challenge 12. You will assume the role of a PE teacher and develop two lessons for your students. I will provide you with some information about the characteristics of your class, the purpose of the lesson and the learning outcomes that will help you in developing the lesson. Be careful, a wrong answer causes a change in the avatar's expression (from happy to angry). You can make three mistakes per lesson, after which the challenge will begin again. Ready?","Καλώς ήρθατε στην πρόκληση 12. Θα αναλάβετε το ρόλο του καθηγητή φυσικής αγωγής και θα αναπτύξετε δύο μαθήματα για τους μαθητές σας. Θα σας δώσω κάποιες πληροφορίες σχετικά με τα χαρακτηριστικά της τάξης σας, τον σκοπό του μαθήματος και τα μαθησιακά αποτελέσματα που θα σας βοηθήσουν στην ανάπτυξη του μαθήματος. Προσέξτε, μια λανθασμένη απάντηση προκαλεί αλλαγή στην έκφραση του avatar (από χαρούμενος σε θυμωμένος). Μπορείτε να κάνετε τρία λάθη ανά μάθημα, μετά τα οποία η πρόκληση θα ξεκινήσει ξανά. Έτοιμοι?"
c12a1_finish,"Well done! You have scheduled your lesson based on the class needs. To complete the challenge, you have to develop another lesson for a different class.","Μπράβο! Έχετε προγραμματίσει το μάθημά σας με βάση τις ανάγκες της τάξης. Για να ολοκληρώσετε την πρόκληση, πρέπει να αναπτύξετε ένα άλλο μάθημα για μια διαφορετική τάξη."
c12_completed,Congratulations! You've completed the game!,Συγχαρητήρια! Ολοκληρώσατε το παιχνίδι!
c12_mistakes,You've made 3 mistakes. Game restarting!,Έχετε κάνει 3 λάθη. Επανεκκίνηση παιχνιδιού!
restart,Restart,Επανεκκίνηση
c12a2_instructions,"This is a class of 25 children 6-year-olds, one of them with Asperger's Syndrome. Within the class there is a normal range of abilities where approximately 1/3 of the class are quite competent at gymnastics, 1/3 are OK and 1/3 are less competent from a practical point of view. All the children are motivated when doing PE. The lesson aims to teach catching and throwing skills.","Πρόκειται για μια τάξη 25 παιδιών ηλικίας 6 ετών, ένα από αυτά με σύνδρομο Asperger. Μέσα στην τάξη υπάρχει ένα φυσιολογικό εύρος ικανοτήτων όπου περίπου το 1/3 της τάξης είναι αρκετά ικανό στη γυμναστική, το 1/3 είναι εντάξει και το 1/3 είναι λιγότερο ικανό από πρακτική άποψη. Όλα τα παιδιά έχουν κίνητρα όταν κάνουν φυσική αγωγή. Το μάθημα στοχεύει στη διδασκαλία δεξιοτήτων πιασίματος και ρίψης."
c12a2_finish,Well done! You have scheduled your lessons based on the class needs. You have completed the challenge!,Μπράβο! Έχετε προγραμματίσει τα μαθήματά σας με βάση τις ανάγκες της τάξης. Ολοκληρώσατε την πρόκληση!
c12a1_1_title,Chest pass exercise,Άσκηση με πάσα από το στήθος 
c12a1_1_question,Pick the correct equipment set.,Επιλέξτε το σωστό σετ εξοπλισμού.
c12a1_1_answer1,Standard balls used in basketball sport.,Τυποποιημένες μπάλες που χρησιμοποιούνται στην καλαθοσφαίριση.
c12a1_1_answer2,Balls of different weights for male and female students.,Μπάλες διαφορετικού βάρους για αγόρια και κορίτσια.
c12a1_1_answer3,Balls of different weights for students in wheelchairs.,Μπάλες διαφορετικού βάρους για μαθητές σε αναπηρικά αμαξίδια.
c12a1_2_title,Chest pass exercise (individual work),Άσκηση θωρακικού περάσματος (ατομική εργασία)
c12a1_2_question,Setting and rules:,"Ρύθμιση και κανόνες: Ένα τετράγωνο 1 μέτρου στον τοίχο, 1 μέτρο από το δάπεδο. Η γραμμή φάουλ για τοποθέτηση ποδιού είναι 2 μέτρα από τον τοίχο. Οι μαθητές πρέπει να ρίξουν την μπάλα μέσα στο τετράγωνο και να πιάσουν την αναπήδηση. Η μπάλα πρέπει να ριχτεί πίσω από τη γραμμή και η αναπήδηση πρέπει να πιαστεί επίσης πίσω από τη γραμμή. Η μπάλα δεν επιτρέπεται να αναπηδήσει στο έδαφος πριν χτυπήσει τον τοίχο. Η άσκηση πρέπει να εκτελείται 5 φορές."
,"A 1-meter square on a wall, 1 meter off the floor.",
,A foot-foul line 2 meters from the wall.,Προσαρμογή για μαθητές σε αναπηρικά αμαξίδια:
,Students must throw the ball inside the square and catch the rebound. The ball must be thrown from behind the line and the rebound must be caught behind the line. The ball cannot bounce before hitting the wall. Perform the exercise 5 times.,
,,
,Adaptation for students in wheelchairs:,
c12a1_2_answer1,Not needed.,Δεν χρειάζεται.
c12a1_2_answer2,The foot-foul line is 1 meter from the wall.,Η γραμμή φάουλ απέχει 1 μέτρο από τον τοίχο.
c12a1_2_answer3,The square is drawn 0.5 meters off the floor.,"Το τετράγωνο σχεδιάζεται 0,5 μέτρα από το πάτωμα."
c12a1_3_title,Chest pass exercise (teamwork),Άσκηση με πάσα από το στήθος (Chest Pass)
c12a1_3_question,Setting and rules:,"Ρύθμιση και κανόνες: Μαθητές σε ζεύγη, σε απόσταση 2 μέτρων. Οι μαθητές πρέπει να πετάξουν την μπάλα στους συμπαίκτες τους. Η μπάλα δεν μπορεί να αναπηδήσει. Εκτελέστε την άσκηση 10 φορές. Ομαδική Συνεργασία:"
,"Students in pairs, 2 meters apart.",
,Students must throw the ball to their teammates. The ball cannot bounce. Perform the exercise 10 times.,
,Team building:,
c12a1_3_answer1,Students in pairs. Each student in a wheelchair works with any classmate.,Μαθητές σε ζευγάρια. Κάθε μαθητής σε αναπηρικό καροτσάκι συνεργάζεται με οποιονδήποτε συμμαθητή του.
c12a1_3_answer2,Students in pairs. Students in wheelchairs are in the same group.,Μαθητές σε ζευγάρια. Οι μαθητές σε αναπηρικά αμαξίδια ανήκουν στην ίδια ομάδα.
c12a1_4_title,Spot shot exercise,Άσκηση spot shot
c12a1_4_question,Setting and rules,"Ρύθμιση και κανόνες: Οι μαθητές εργάζονται σε ένα γήπεδο μπάσκετ. Οι μαθητές χωρίζονται σε δύο ομάδες. Τρεις περιοχές σκοποβολής (1,6 μέτρα από το στεφάνι μπάσκετ). Κάθε ομάδα χωρίζεται σε 3 υποομάδες, μία για κάθε περιοχή σκοποβολής. Οι μαθητές πρέπει να εκτελέσουν μια βολή και να μετακινηθούν σε άλλη περιοχή. Κάθε μαθητής πρέπει να εκτελέσει 4 βλαστούς σε κάθε περιοχή για να ολοκληρώσει την εργασία. "
,Students work on a basketball field.,Προσαρμογή για μαθητές σε αναπηρικά αμαξίδια:
,Students are divided into two groups.,
,Three shooting areas (1.6 meters from the basketball hoop).,
,"Each team is divided into 3 subgroups, one for each shooting area. Students must perform a shot and move to another area. Each student must perform 4 shoots in each area to complete the task.",
,Adaptation for students in wheelchairs:,
c12a1_4_answer1,Not needed.,Δεν χρειάζεται.
c12a1_4_answer2,The shooting areas are 1 meter from the basketball hoop.,Οι περιοχές σκοποβολής απέχουν 1 μέτρο από το στεφάνι μπάσκετ.
c12a1_4_answer3,The students in wheelchairs can perform more shots than their teammates.,Οι μαθητές σε αναπηρικά αμαξίδια μπορούν να εκτελέσουν περισσότερες βολές από τους συμπαίκτες τους.
c12a1_5_title,Equipment,Εξοπλισμός
c12a1_5_question,,
